,content
23,"[개발 스터디 모집 내용 예시]스터디 주제 : 스프링 시큐리티 학습 과외스터디 목표 : 시큐리티를 사용하는 간단한 프로젝트를 진행하면서, 기본 설명과 코드리뷰를 받는것예상 스터디 일정(횟수) :예상 커리큘럼 간략히 :예상 모집인원 :스터디 소개와 개설 이유 :스터디 관련 주의사항 :스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) 😀 https://open.kakao.com/o/sbqG774f안녕하세요. 작년 여름부터 스타트업에서 백엔드 개발하고 있는 주니어 개발자 입니다. JAVA기반으로 Spring, JPA사용중 입니다. 제가 시큐리티를 모른채 입사를 했는데요, 회사에서도 시큐리티를 제대로 쓰는 느낌은 아니여서 시큐리티 관련 학습을 하고 있습니다. 일단 장수원님의 강의를 듣다가 내용이 너무 방대하여 중간에 보류하였고, 백기선님의 시큐리티 강의로 시큐리티의 큰 흐름은 이해한 상태 입니다. 이후 좀 더 공부를 하고 있는데요, 제가 실제 프로젝트에 시큐리티를 적용하는 방향에 대해 리뷰를 받고 싶습니다. (물론 accessToken, refreshToken 등 추가적인 시큐리티 설명도 간략하게 듣고 싶습니다.)이를 위해 시큐리티를 적용한 프로젝트를 진행하면서 핵심 설명 + 코드리뷰를 받으면서 프로젝트를 수행하여 학습을 받고 싶습니다. 혹시 시큐리티에 대해 능숙하게 사용하시는 분이 있으시다면 위 오픈카톡 링크로 카톡 부탁드리겠습니다. 저는 퇴근후 평일 저녁, 주말에 시간을 낼 수 있습니다. 방식은 온/오프라인 모두 가능하며, 수업해주시는 분 께서 편하신 방식을 따르겠습니다. 금액은 수업해주시는 분과 협의하여 맞출 예정입니다. 감사합니다."
24,"[개발 스터디 모집 내용 예시]스터디 주제 : 책 읽기 스터디가상 면접 사례로 배우는 대규모 시스템 설계 기초스터디 목표 :책 완독, 면접대비예상 스터디 일정(횟수) :주 1회 입니다.예상 커리큘럼 간략히 :책 인덱스를 보고 같이 정해갑니다.예상 모집인원 :한명! 이전에는 ddd스터디를 같이 진행했습니다.스터디 소개와 개설 이유 :인원충원, 스터디 독려현재 인원은 2명인데 두분 더 모집해서 스터디를 이끌어가려고 합니다.스터디는 집단지성으로 이끌어가는 경우가 많아서 개발에 관심있는 분들은 지원해주세요 😄스터디 관련 주의사항 :몇가지 질문을 드릴 수 있습니다.스터디 하면서 궁금증 많으신분들 환영합니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :https://open.kakao.com/o/seMxBABf"
25,"안녕하세요 🙇  프론트엔드 멘토링 크루 코드웨이브입니다회사에서 코드리뷰는 제품 개발 과정에서의 노하우를 동료 개발자로부터 전수받을 수 있는 장점이 있습니다 저희는 이러한 코드리뷰의 장점을 멘토링에 적극적으로 활용하려고 합니다따라서 코드웨이브는 저희가 제공해드리는 사전 과제를 완성해주시면, 1:1로 코드 리뷰를 해 드리는 방식의 멘토링을 채택하여 여러분이 코드를 구성할 때 바라보는 시야를 넓힐 수 있도록 도와드리려고 합니다⬇멘토링 후기 보기review ⬇자세한 사항은 아래 링크를 확인해주세요https://velog.io/@popp30/1 instagram: _code.wave_"
26,"컨설팅해드립니다.지난 4년간 취준생 / 이직 원하시는 분들을 컨설팅했었는데요.취업에는 자신의 캐릭터를 살리는 부분이 필요하고, 또한 자신의 개발 경험을 잘 정리하는것도 필요하다는것을 절감했었는데요. 많은 개발자분들이 막연한 방향의 개발 커리어만 쌓으시는것같아서 조금이나마 제가 가진것을 공유하고 싶어서 글 올립니다.  [대상]1. 국비 과정 독학 부트캠프를 마쳤는데, 어떤 포폴을 해야하는지 막연하신 분2. 이력서를 쓰시는데 막막하시고 가이드라인이 필요하신 분3. 서류를 100,200개를 넣는데 계속해서 서류통과가 안되서 면접을 못보시고 계신 분4. 면접까지는 가는데, 계속 떨어져서 뭐가 문제인지 알고 싶으신 분5. 이직을 하시고 싶으신데, 커리어방향 및 포폴 이력서 가이드가 필요하신분 [준비물]이력서, 취업하시고 싶으신 회사리스트 컨설팅해드립니다. 1회에 만원(무료로 올리려고 했는데 너무 막 연락하시는 분들이 많아서 작게나마 비용을 받는점 양해부탁드립니다) https://open.kakao.com/o/sJmDI44f 여기로 연락주세요"
27,"함께 “영어”를 익히고 사용하며, 배워 나가고자 중급영어회화 인원을 충원합니다.       *스터디 모집 세부사항   @ 장소: 당산역 주변 스터디룸 혹은 카페@ 운영: 개인별 음료비를 제외하고 기타 비용 없음 (상업, 영리목적 스터디 아님)@ 시간: 매주 화요일 19:30 ~22:00 (2시간30분) 주 1회@ 커리큘럼시간 스터디 내용19:30~20:00 한주간 있었던 일들 공유하기20:00~20:50 News or Speech (사전 선정, 미리 시청)20:50~21:00 쉬는 시간 갖기21:00~21:50 Article (영역별 주제 토의)21:50~22:00 마무리하기*스터디 참여신청@ 참여방법자기소개 형식으로 이름, 나이/성별, 지역, 직업(하시는 일), 연락처, 각오 등을 적어 E-mail로 보내주세요. E-mail –> scrutinizi@daum.net@ 충원인원: 2명@ 참여인원 자격 및 조건- 중급 수준의 회화 구사자 - 뉴스/강연과 토의에 열성있게 참여하실 분 - 꾸준히 참석 가능한 분"
28,"한 걸음 더, 미라클 모닝 스터디 WAIM에서 1.29~2.24 간 진행하는 14기 멤버를 구해요!WAIM은 자신의 라이프 스타일에 맞춰 오전 4시~8시 사이 고정 기상 시간을 정하고'타임스탬프'를 이용해 1차 기상 인증, 2차 루틴 인증을 하는 미라클 모닝 스터디입니다! '한 걸음 더' 라는 슬로건으로 가지고 힘들더라도 함께 해나가며 개개인의 성장을 돕고 더 나아가 성장에 대한 지속적인 태도를 만들어 드리기 위해 노력하고 있습니다!200여 분이 참여해주신 미라클 모닝 커뮤니티인 만큼 여러분들을 위해 전심전력 서포트하겠습니다 :) 📕신청 기간 : 1월 20일 ~ 1월 28일 23:59 까지📬오픈카톡방 링크 발송 : 1월 27~28일, 2일 간(상황에 따라 일정이 변경될 수 있습니다.)📕중간 참여 신청 : 1.29~2.10 23:59 까지 ⭐️ 100% 출석 시, 스타벅스 E-Gift 20,000원을 드려요!⭐️홈페이지 및 신청https://waim.oopy.io/인스타그램https://www.instagram.com/weareinmorning/문의 채널http://pf.kakao.com/_zfAWxj"
29,"나만의 독보적인 포트폴리오를 만들고 싶다면?단기간에 프로젝트 A to Z를 경험하고 싶다면?타 직군과 소통하며 협업을 경험하고 싶다면? 위와 같은 고민을 하고 있다면 지금 당장 ‘스위프 3’기에 지원하세요!완벽하게 취.뽀. 하고 싶은 대학생&취준생&주니어 모두 환영! (비전공자도 환영🙌) 📢 [스위프란?]스위프는 기획자, 디자이너, 개발자가 한 팀으로 웹개발 단기 프로젝트(6주)를 경험하고 성장할 수 있는 기회를 제공합니다! 스위프를 통해 나와 맞는 팀원과 함께 프로젝트의 전 과정을 경험하고, 나만의 차별화 된 포트폴리오를 만들 수 있어요! ⭐ [참가 혜택]1. 체계적으로 협업할 수 있도록 스위프 전용 협업 툴 지원!2. 초보자도 쉽게 프로젝트를 진행할 수 있는 가이드라인 및 템플릿 제공!3. 복잡한 과정 없이 GitHub 연동만으로 쉽고 빠른 웹 호스팅 지원!4. 포트폴리오로 활용할 수 있도록 프로젝트 결과물 보존!→ 자세히 알아보기 https://swyg.oopy.io/swyp/benefit 🙌🏻 [모집 대상]- 아이디어 기획 경험이 한 번이라도 있는 기획자,디자인 툴 하나라도 사용해 본 디자이너,프로그래밍 언어를 하나라도 공부해 본 개발자, 모두 환영해요!- 한 번도 사이드 프로젝트 해본 적 ‘없’는 사람? 오히려 좋아요!- 경험이 부족해도 포트폴리오가 없어도 괜찮아요. 당신의 의지와 열정이면 충분해요! 🔥 [참가비]- “단돈 69,000원!”참가비 169,000원 (정가 250,000원)수료 시 현금 리워드(10만원) 증정 📅 [일정]- 지원 마감 : 1/21(일)- 합격자 안내 : 1/22(월) 20:00- 팀 빌딩 : 1/23(화)~1/25(목)- 킥오프 미팅 : 1/27(토) 10:00- 프로젝트 시작 : 1/29(월)- 프로젝트 발표 및 네트워킹 행사 : 2024/3/23(토)※ 세부 일정은 합격자에 한해 일괄 안내 예정 📌 [지원 방법]신청서 작성 https://swyp.softr.app 🙋 [문의]Contact : https://open.kakao.com/o/sgTUNmUdEmail : shlee@swyg.im 👉 스위그(SWYG)에 대해 더 알고 싶다면?홈페이지 https://www.swygbro.com인스타그램 https://www.instagram.com/swyg_official"
30,"나만의 독보적인 포트폴리오를 만들고 싶다면?단기간에 프로젝트 A to Z를 경험하고 싶다면?타 직군과 소통하며 협업을 경험하고 싶다면? 위와 같은 고민을 하고 있다면 지금 당장 ‘스위프 3’기에 지원하세요!완벽하게 취.뽀. 하고 싶은 대학생&취준생&주니어 모두 환영! (비전공자도 환영🙌) 📢 [스위프란?]스위프는 기획자, 디자이너, 개발자가 한 팀으로 웹개발 단기 프로젝트(6주)를 경험하고 성장할 수 있는 기회를 제공합니다! 스위프를 통해 나와 맞는 팀원과 함께 프로젝트의 전 과정을 경험하고, 나만의 차별화 된 포트폴리오를 만들 수 있어요! ⭐ [참가 혜택]1. 체계적으로 협업할 수 있도록 스위프 전용 협업 툴 지원!2. 초보자도 쉽게 프로젝트를 진행할 수 있는 가이드라인 및 템플릿 제공!3. 복잡한 과정 없이 GitHub 연동만으로 쉽고 빠른 웹 호스팅 지원!4. 포트폴리오로 활용할 수 있도록 프로젝트 결과물 보존!→ 자세히 알아보기 https://swyg.oopy.io/swyp/benefit 🙌🏻 [모집 대상]- 아이디어 기획 경험이 한 번이라도 있는 기획자,디자인 툴 하나라도 사용해 본 디자이너,프로그래밍 언어를 하나라도 공부해 본 개발자, 모두 환영해요!- 한 번도 사이드 프로젝트 해본 적 ‘없’는 사람? 오히려 좋아요!- 경험이 부족해도 포트폴리오가 없어도 괜찮아요. 당신의 의지와 열정이면 충분해요! 🔥 [참가비]- “단돈 69,000원!”참가비 169,000원 (정가 250,000원)수료 시 현금 리워드(10만원) 증정 📅 [일정]- 지원 마감 : 1/21(일)- 합격자 안내 : 1/22(월) 20:00- 팀 빌딩 : 1/23(화)~1/25(목)- 킥오프 미팅 : 1/27(토) 10:00- 프로젝트 시작 : 1/29(월)- 프로젝트 발표 및 네트워킹 행사 : 2024/3/23(토)※ 세부 일정은 합격자에 한해 일괄 안내 예정 📌 [지원 방법]신청서 작성 https://swyp.softr.app 🙋 [문의]Contact : https://open.kakao.com/o/sgTUNmUdEmail : shlee@swyg.im 👉 스위그(SWYG)에 대해 더 알고 싶다면?홈페이지 https://www.swygbro.com인스타그램 https://www.instagram.com/swyg_official"
31,삭제된 글입니다
32,"포폴 & 프로젝트 2기2024년도 상반기 취업 목표로 하시는 분들을 위한 포폴 & 프로젝트반에 함께 하실분을 모집합니다.기술만 갖춘 개발자가 아닌, 문제해결능력을 갖춘 IT 인재 양성, 소통할 수 있는 개발자 & 협업할 수 있는 개발자를 목표로 합니다. 경기가 안좋아지면서 현재의 취업 시장이 어려워지는 상황입니다. 이때에는 신입보다는 경력자를 선호하는 경향이 강해지고 있는데요. 신입의 경우에도 '중고 신입', 즉 실질적인 프로젝트 경험이나 외주 경험이 있는 사람들을 더욱 선호하는 분위기로 가고 있는 추세라, 취업을 준비하는 사람들에게 더 큰 부담과 어려움으로 다가오고 있습니다.상반기 취업을 목표로 하는 분들을 위한 이 포폴 & 프로젝트 (이하 포프 2기) 반은 자신의 역량을 실질적으로 향상시키고, 다양한 프로젝트를 통해 협력하고, 실무 경험을 쌓는 데 중점을 두려고 합니다.참가자들이 단순히 기술만 배우는 활용해보는 것이 아니라,- 실제 현업에서 일어나는 프로젝트 진행상황- 기획을 만들어내는 것- 효율적으로 코드를 짜는 법- 적절하게 기술을 사용하는 방법 등을배워나가게 됩니다. < 포프 2기에 추천할 분 >- 내부 프로젝트로만 진행하다보니 실제 서비스는 어떤지 궁금하신 분- 현업 개발자가 개발하는 과정에서 경험하는 실무를 배우고 싶으신분- 국비/부트캠프에서 한 프로젝트로 부족함을 느끼시는 분기간 : 6~7개월금액 : 문의문의 https://open.kakao.com/o/syWAwq3f 1. 수업 진행방식1) 리버스 엔지니어링 / 클론코딩- 단순 카피 하는게 아니라, 한 프로젝트를 선정하여 기획부터 워크플로우까지 역추론해서 만들어 나갑니다.- 이 과정에서도 현직 개발자 멘토링을 진행합니다.2) 자체 프로젝트- 아이디어를 기획하고, 어떤 기술을 쓸지 구체적으로 구상해보면서 전문가에게 피드백을 받아볼수 있습니다. 코드를 짜는 것 뿐만 아니라 어떤 기획에 어떤 기술을 알맞게 쓰는지를 설명하는 속에서 면접 연습도 준비하는 일타쌍피 효과를 볼수 있습니다.3) 외주- 실제 프로젝트 외주를 받아서 진행해봅니다. 현직 개발자가 팀 리더로 교육과 개발을 동시에 진행합니다. 책임감을 가지고 실무를 해보는 속에서 '찐' 을 배우게 됩니다.2,3번은 4월 이후 진행합니다.2. 멘토링학생 개인당 담당 학습 매니저가 지속적인 동기부여 케어, 스터티 체크 케어 합니다.보다 전문적인 케어를 위해 담임 매니저와 현직자 멘토님이 함께 케어합니다.- 주 2회 대면 면담맞춤형 데일리 케어로 정신무장, 이 공부를 하는 목표와 명분으로 지속적인 공부를 가능하게 합니다.- 매일 개발 일지- 월 2회 글쓰기. IT 관련 자신의 과정에 대해서 적어서 정리.- CS PPT 발표 : 각자 공부한 것 PPT로 제작해서 발표, 질의응답. 책이나 주제 선정해서 제공 문의 https://open.kakao.com/o/syWAwq3f오픈채팅으로 연락바랍니다~"
33,"🚀 모두의 피그마 클래스 개발자와 디자이너를 위한 협업 툴 활용 수업 합니다.  안녕하세요, 피그마라는 협업 툴을 활용한 온라인/오프라인 수업을 진행합니다. 피그마는 현재 가장 인기 있는 협업 툴 중 하나로, 개발과 디자인을 통합적으로 관리할 수 있습니다.이 수업을 통해 피그마의 주요 기능과 활용 방법, 실제 프로젝트에서의 케이스 스터디를 경험하실 수 있습니다. 특히 개발자와 디자이너의 관점에서 피그마 활용 사례를 나누어 설명합니다. 프로토 타입으로 서로 디자인적 오차를 줄이고, 실시간 협업 기능을 제공하여 함께 작업하고 의견을 공유하며 효율적으로 일해보면 어떨까요?협업의 효율성을 높이고, 프로젝트 성공 가능성을 높이는 데 도움이 될 것입니다. 수업 기간과 예정 일정, 수강 안내 등 자세한 내용은 문의 바랍니다. 많은 참여 바랍니다! 문의 주세요!! https://open.kakao.com/o/scg95H4f"
